#CODE;ENGLISH;x
DLC_dlc041_TOOLTIP_DELAYED;- Уникальные виды лиц для персонажей тюркских культур;x
DLC_dlc042_TOOLTIP_INSTANT;§YSongs of India§!;x
DLC_dlc042_TOOLTIP_DELAYED;- Три звуковых дорожки для индийских правителей;x
DLC_dlc043_TOOLTIP_INSTANT;§YPersian Unit Pack§!;x
DLC_dlc043_TOOLTIP_DELAYED;- Уникальные фигурки войск для персидских культур;x
DLC_dlc044_TOOLTIP_INSTANT;§YPersian Portraits§!;x
DLC_dlc044_TOOLTIP_DELAYED;- Уникальные виды лиц для персонажей персидских культур;x
DLC_dlc045_TOOLTIP_INSTANT;§YCharlemagne§!;x
DLC_dlc045_TOOLTIP_DELAYED;- Новая дата для старта игры: 769 год\n- Особые исторические события про Карла Великого\n- Вицекоролевства\n\nКроме того:\n- Летописи\n- Создание самопровозглашённых империй и королевств\n- Десятки новых культур и новая религия: зунизм (культ Солнца)\n- Новая система климатических и сезонных изменений\n- Особые фигурки для ранних этапов истории;x
DLC_dlc046_TOOLTIP_INSTANT;§YEarly Western Clothing Pack§!;x
DLC_dlc046_TOOLTIP_DELAYED;- Исторически точные виды одежды для культур Западной Европы с VIII по X века;x
DLC_dlc047_TOOLTIP_INSTANT;§YEarly Eastern Clothing Pack Pack§!;x
DLC_dlc047_TOOLTIP_DELAYED;- Исторически точные виды одежды для культур Восточной Европы с VIII по X века;x
DLC_dlc048_TOOLTIP_INSTANT;§YDynasty Shields Charlemagne§!;x
DLC_dlc048_TOOLTIP_DELAYED;- 50 уникальных гербов для династий Европы эпохи Карла Великого;x
DLC_dlc050_TOOLTIP_INSTANT;§YWay of Life§!;x
DLC_dlc050_TOOLTIP_DELAYED;- 10 жизненных путей\n- Каждый путь даёт свои возможности и бонусы\n\nКроме того:\n- Сотни новых событий и 20 новых картинок\n- Новые дипломатические взаимодействия;x
DLC_dlc051_TOOLTIP_INSTANT;§YIberian Unit Pack§!;x
DLC_dlc051_TOOLTIP_DELAYED;- Уникальные фигурки войск для иберийских культур;x
DLC_dlc052_TOOLTIP_INSTANT;§YIberian Portraits§!;x
DLC_dlc052_TOOLTIP_DELAYED;- Уникальные виды лиц для персонажей иберийских культур;x
DLC_dlc054_TOOLTIP_INSTANT;§YHorse Lords§!;x
DLC_dlc054_TOOLTIP_DELAYED;- Кочевая форма правления для степных культур\n- Великий Шёлковый путь\n\nКроме того:\n- Безземельные искатели приключений (разбойники-авантюристы)\n- Некочевые правители получат особые возможности\n- Данники\n- Более сотни новых событий;x
DLC_dlc_horse_lords_content_pack_TOOLTIP_INSTANT;§YHorse Lords Content Pack§!;x
DLC_dlc_horse_lords_content_pack_TOOLTIP_DELAYED;Особенности:\n- Новые портреты для половецких культур\n- Семь эксклюзивных фигурок войск для монгольских культур\n- Уникальные фигурки войск для франков, италийцев и древних германцев\n- Songs of the Steppes Music Pack;x
DLC_dlc055_TOOLTIP_INSTANT;§YMongol Unit Pack§!;x
DLC_dlc055_TOOLTIP_DELAYED;- Семь новых фигурок войск для монгольских культур\n\n * Этот набор является частью набора Horse Lords Content Pack;x
DLC_dlc056_TOOLTIP_INSTANT;§YSongs of the Steppes§!;x
DLC_dlc056_TOOLTIP_DELAYED;- Четыре звуковых дорожки для персонажей алтайских культур\n\n * Этот набор является частью набора Horse Lords Content Pack;x
DLC_dlc057_TOOLTIP_INSTANT;§YCuman Portraits§!;x
DLC_dlc057_TOOLTIP_DELAYED;- Уникальные виды лиц для персонажей половецких культур\n\n * Этот набор является частью набора Horse Lords Content Pack;x
DLC_dlc058_TOOLTIP_INSTANT;§YEarly Frankish Unit Pack§!;x
DLC_dlc058_TOOLTIP_DELAYED;- Уникальные фигурки войск для древних франков\n\n * Этот набор является частью набора Horse Lords Content Pack;x
DLC_dlc059_TOOLTIP_INSTANT;§YEarly Germanic Unit Pack§!;x
DLC_dlc059_TOOLTIP_DELAYED;- Уникальные фигурки войск для древних германцев\n\n * Этот набор является частью набора Horse Lords Content Pack;x
DLC_dlc060_TOOLTIP_INSTANT;§YItalian Unit Pack§!;x
DLC_dlc060_TOOLTIP_DELAYED;- Уникальные фигурки войск для италийцев\n\n * Этот набор является частью набора Horse Lords Content Pack;x
DLC_dlc061_TOOLTIP_INSTANT;§YOrchestral House Lords§!;x
DLC_dlc061_TOOLTIP_DELAYED;- Пять электро-оркестровых звуковых дорожек для игры Crusader Kings 2;x
DLC_dlc062_TOOLTIP_INSTANT;§YConclave§!;x
DLC_dlc062_TOOLTIP_DELAYED;- Малый совет\n- Новая система обучения детей\n- Механика взяток и одолжений\n\nКроме того:\n- Новые детские события\n- Новые законы;x
DLC_dlc063_TOOLTIP_INSTANT;§YConclave Content Pack§!;x
DLC_dlc063_TOOLTIP_DELAYED;- Corners of the Earth Building Pack: Исторические строения на карте\n- Finno-Ugric Portrait Pack\n- Indian and Arabic Boats Unit Pack\n- Mongol/Steppe Male and Female Councilor Model Pack\n- Western/Christian Female Councilor Model Pack\n- Новые картинки для событий и экрана загрузки игры;x
DLC_dlc064_TOOLTIP_INSTANT;§YViking Metal§!;x
DLC_dlc064_TOOLTIP_DELAYED;- Шесть звуковых дорожек в стиле металл по тематике викингов;x
DLC_dlc065_TOOLTIP_INSTANT;§YSouth Indian Portraits§!;x
DLC_dlc065_TOOLTIP_DELAYED;- Уникальные виды лиц для культур Южной Индии\n\n * Обратите внимание, что, возможно, Вы уже получили доступ к этому DLC, приобретая другой контект для игры Crusader Kings II.;x
DLC_dlc066_TOOLTIP_INSTANT;§YThe Reaper's Due§!;x
DLC_dlc066_TOOLTIP_DELAYED;- Новая система эпидемий\n- Придворные лекари и госпитали\n- Процветание и вымирание\n\nКроме того:\n- Новое действие: изоляция (карантин)\n- Более 30 способов пытать и казнить узников\n- Новые физические черты, отражающиеся на портрете персонажа\n- Новые события о поисках вечной жизни, смерти, заболеваниях и... кошках;x
DLC_dlc067_TOOLTIP_INSTANT;§YThe Reaper's Due Content Pack§!;x
DLC_dlc067_TOOLTIP_DELAYED;- East African Portrait Pack\n- Late Byzantine Clothing Pack\n- Eastern Europe Female Model Pack\n- African Female and Male Model Packs;x
DLC_dlc068_TOOLTIP_INSTANT;§YFull Plate Metal Music Pack§!;x
DLC_dlc068_TOOLTIP_DELAYED;- Пять звуковых дорожек в стиле металл;x
DLC_dlc069_TOOLTIP_INSTANT;§YMonks And Mystics§!;x
DLC_dlc069_TOOLTIP_DELAYED;- Вступление в сообщества\n- Реликвии и особые предметы\n\nКроме того:\n- Новые ордены и советники\n- Новая одежда и причёски\n- Новые портреты и фигурки войск для англичан и германцев;x
DLC_dlc070_TOOLTIP_INSTANT;§YMonks and Mystics Content Pack§!;x
DLC_dlc070_TOOLTIP_DELAYED;- Этот набор является частью дополнения §YMonks and Mystics§!;x
DLC_dlc071_TOOLTIP_INSTANT;§YHymns of Revelation§!;x
DLC_dlc071_TOOLTIP_DELAYED;- Пять звуковых дорожен для членов обществ;x
DLC_dlc072_TOOLTIP_INSTANT;§YSouth Indian Portraits 5 Year Anniversary Gift§!;x
DLC_dlc072_TOOLTIP_DELAYED;- Уникальные портреты для персонажей южно-индийских культур;x
DLC_dlc073_TOOLTIP_INSTANT;§YJade Dragon§!;x
DLC_dlc073_TOOLTIP_DELAYED;- Взаимодействие с Китаем\n- Новая система подчинения государств (данники и сателлиты)\n- Торговля и артефакты\n\nКроме того:\n- Новые портреты для китайцев и тибетцев\n- Новые виды войн (незаконные, вассализация и прочие)\n- Китайские фигурки войск и новые тактики\n- Новые религии;x
View_on_Steam;Открыть в Steam;x
REQUIRED_DLC;Требует DLC;x
LANDING_RECOMMENDED_EXPANSION;Рекомендуемые дополнения:;x
LANDING_HEADER_INTERESTING_CHARACTERS_FOR_EXPANSION;Интересные персонажи для игры;x
LANDING_HEADER_DLC001;Dynasty Coat of Arms Pack 1;x
LANDING_HEADER_DLC002;Mongol Face Pack;x
LANDING_HEADER_DLC003;Songs of Albion;x
LANDING_HEADER_DLC004;Songs of Faith;x
LANDING_HEADER_DLC005;Ruler Designer;x
LANDING_HEADER_DLC006;Songs of the Holy Land;x
LANDING_HEADER_DLC007;The Sword of Islam (дополнение);x
LANDING_HEADER_DLC008;African Unit Pack;x
LANDING_HEADER_DLC009;Songs of the Caliph;x
LANDING_HEADER_DLC010;Dynasty Coat of Arms Pack 2;x
LANDING_HEADER_DLC011;Legacy of Rome (дополнение);x
LANDING_HEADER_DLC012;Byzantine Unit Pack;x
LANDING_HEADER_DLC013;African Portraits;x
LANDING_HEADER_DLC014;Mediterranean Portraits;x
LANDING_HEADER_DLC015;Russian Unit Pack;x
LANDING_HEADER_DLC016;Russian Portraits;x
LANDING_HEADER_DLC017;Songs of Byzantium;x
LANDING_HEADER_DLC018;Sunset Invasion (дополнение);x
LANDING_HEADER_DLC019;Songs of the Rus;x
LANDING_HEADER_DLC020;Norse Portraits;x
LANDING_HEADER_DLC021;Norse Unit Pack;x
LANDING_HEADER_DLC022;The Republic (дополнение);x
LANDING_HEADER_DLC023;Songs of Prosperity;x
LANDING_HEADER_DLC024;The Old Gods (дополнение);x
LANDING_HEADER_DLC025;Hymns to the Old Gods;x
LANDING_HEADER_DLC027;Celtic Unit Pack;x
LANDING_HEADER_DLC028;Celtic Portraits;x
LANDING_HEADER_DLC029;Dynasty Coat of Arms Pack 3;x
LANDING_HEADER_DLC030;Europa Universalis IV Converter;x
LANDING_HEADER_DLC031;Customization Pack;x
LANDING_HEADER_DLC032;Sons of Abraham (дополнение);x
LANDING_HEADER_DLC033;Military Orders Unit Pack;x
LANDING_HEADER_DLC034;Warriors of Faith Unit Pack;x
LANDING_HEADER_DLC035;Hymns of Abraham;x
LANDING_HEADER_DLC036;Songs of Yuletide;x
LANDING_HEADER_DLC037;Saxon Unit Pack;x
LANDING_HEADER_DLC038;Finno-Ugric Unit Pack;x
LANDING_HEADER_DLC039;Rajas of India (дополнение);x
LANDING_HEADER_DLC040;Turkish Unit Pack;x
LANDING_HEADER_DLC041;Turkish Portraits;x
LANDING_HEADER_DLC042;Songs of India;x
LANDING_HEADER_DLC043;Persian Unit Pack;x
LANDING_HEADER_DLC044;Persian Portraits;x
LANDING_HEADER_DLC045;Charlemagne (дополнение);x
LANDING_HEADER_DLC046;Early Western Clothing Pack;x
LANDING_HEADER_DLC047;Early Eastern Clothing Pack;x
LANDING_HEADER_DLC048;Dynasty Shields Charlemagne;x
LANDING_HEADER_DLC050;Way of Life (дополнение);x
LANDING_HEADER_DLC051;Iberian Unit Pack;x
LANDING_HEADER_DLC052;Iberian Portraits;x
LANDING_HEADER_DLC054;Horse Lords (дополнение);x
LANDING_HEADER_DLC055;Horse Lords Content Pack;x
LANDING_HEADER_DLC057;Cuman Portraits;x
LANDING_HEADER_DLC061;Orchestral House Lords;x
LANDING_HEADER_DLC062;Conclave (дополнение);x
LANDING_HEADER_DLC063;Conclave Content Pack;x
LANDING_HEADER_DLC064;Viking Metal;x
LANDING_HEADER_DLC066;The Reaper's Due (дополнение);x
LANDING_HEADER_DLC067;The Reaper's Due Content Pack;x
LANDING_HEADER_DLC068;Full Plate Metal Music Pack;x
LANDING_HEADER_DLC069;Monks And Mystics (дополнение);x
LANDING_HEADER_DLC071;Hymns of Revelation;x
LANDING_HEADER_DLC072;South Indian Portraits Gift;x
LANDING_HEADER_DLC073;Jade Dragon (дополнение);x
LANDING_DLC007_TEXT;- Добавляет игроку возможность иметь несколько жен за приверженца валирийской религии;x
LANDING_DLC011_TEXT;- Добавляет возможность кастрации и ослепления\n- Разнообразные колоритные события\n- НЕ добавляет гвардию в мод;x
LANDING_DLC018_TEXT;- Новая угроза вторжения с запада\n- Новая культура и религия Закатных Земель;x
LANDING_DLC022_TEXT;- Делает торговые республики доступными для игры\n- Вольные города, Миэрин, Юнкай, Астапор, Асшай и гильдии Кварта\n- Эти государства будут активны даже без DLC;x
LANDING_DLC024_TEXT;- Включает систему наложниц для приверженцев Утонувшего бога, дорнийцев, пиратов, восточных персонажей и других (без DLC будет использоваться прежняя система)\n- Добавляет много колорита, включая берсерков, авантюристов, новых мятежников и рунические камни.\n- Рейды доступны для приверженцев Утонувшего бога, одичалых, пиратов и других даже без этого DLC;x
LANDING_DLC032_TEXT;- Позволяет собирать совет Праведных, избирающих Верховного Септона\n- Добавляет множество событий религиозного характера, включая различные события/решения Священного Ордена;x
LANDING_DLC039_TEXT;- Добавляет колорит различным дальневосточным культурам, включая охоту на тигров, гуру, события реинкарнации и другие колоритные события;x
LANDING_DLC045_TEXT;- Добавляет хронику, создание самопровозглашённых королевств (существующие номинальные королевства по-прежнему доступны без DLC) и колоритное событие "рыцарь-герой";x
LANDING_DLC050_TEXT;- Включает систему фокуса, позволяя правителю выбирать любой из доступных фокусов со всеми связанными событиями и решениями. Фокус "соблазнение" заменяет взаимодействие "посетить камеру", когда DLC включен;x
LANDING_DLC054_TEXT;- Добавляет механики кочевников для дотракийцев и джогос-нхаев (теперь для игры за них требуется DLC).\n- Набеги безземельных искателей приключений, события с волками и сухопутные торговые пути;x
LANDING_DLC062_TEXT;- Малый совет\n- Новая система обучения детей\n- Механика взяток и одолжений\n- Новые детские события;x
LANDING_DLC066_TEXT;Особенности:\n- Новая система эпидемий\n- Придворные лекари и госпитали\n- Процветание и вымирание\n\nКроме того:\n- Новое действие: изоляция (карантин)\n- Более 30 способов пытать и казнить узников\n- Новые физические черты, отражающиеся на портрете персонажа\n- Новые события о поисках вечной жизни, смерти, заболеваниях и... кошках;x
LANDING_DLC069_TEXT;- Общество почитателей Дьявола (необходимо активировать в правилах игры)\n- Королевские артефакты: драгоценности и оружие\n- Новые задачи для советников\n- Облегчающие жизнь функции: приказы союзному ИИ и улучшение интерфейсов для заключенных / именования детей.\n- Функции общества Герметиков, интегрированные в общества "Цитадель" и "Гильдия Алхимиков";x
LANDING_DLC073_TEXT;- Casus belli "Несправедливое завоевание"\n- Китайские портреты и здания, которые применяются для И-Ти\n- Некоторые артефакты и китайский колорит, адаптированные под мод;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC007;В Европе суматоха. Святой отец объявил, что любому, кто отправится в поход на Святую Землю, будет даровано прощение грехов. Ислам, с несколькими большими королевствами и империями, подвергся нападению раздробленных католических государств. Кто-то должен встать на защиту веры.\nДополнение "Sword of Islam" позволяет играть за правителей-мусульман и добавляет новый уникальный игровой процесс. Балансируйте между жадностью и благородством с новой системой упадка династии. Ислам традиционно сдержанная религия, упадок может привести к краху вашей династии изнутри, если ваше поведение покажется другим аморальным. Эта культура позволяет многоженство - у мусульманских правителей может быть до четырёх жен.\n"Умма подверглась атаке. Все истинные мусульмане должны проявить милосердие в мирное время, но быть безжалостными в джихаде. Пусть меч ислама поразит неверных, которые угрожают нашим землям и нашей вере!";x
LANDING_EXPANSION_FLAVOR_TEXT_DLC011;Дополнение "Legacy of Rome" сосредоточено на богатой политической жизни Византийской империи. Коварные вассалы создали фракции и объединились, чтобы восстать против вашего правления. Это дополнение содержит множество новых возможностей, которые помогут перехитрить их и сохранить империю.\n\nМножество новых событий и решений для Византийской империи, например, ослепление и оскопление ваших узников.\n\nПравославные правители могут преодолеть Великий Раскол, воссоединив Западную и Восточную церкви и объявить католичество ересью. В дополнении также доступен новый вид войск - гвардия. В отличие от феодального ополчения, её не нужно распускать.\n\nРимская империя готова испустить последний вздох, всё в ваших руках!;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC018;На дворе XIII век и Европа еле-еле оправилась от сокрущающих всё на своём пути монгольских орд. Как только лорды Запада вздохнули с облегчением, на горизонте появилась новая угроза. Необычные корабли с крылатыми змеями и страшными черепами, которых никто раньше не видел, были замечены вдоль атлантического побережья.\n\nВ свете заходящего солнца на побережье Морокко, Португалии и Ирландии появляется самый большой флот, который когда-либо доводилось видеть, и готовится ко вторжению во имя беспощадных богов.\n\nЭтот фэнтезийный сценарий отмечает первый отход Paradox Development Studios от истории. По Европе расползаются слухи от людей с Севера, что кровожадная цивилизация ацтеков подняла голову и распространяется подобно чуме. Приготовьтесь защищать всё, чем вы дорожите от вторжения с Запада с дополнением "Sunset Invasion"!;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC022;С дополнением "The Republic" вы можете играть патрицием одной из великих торговых республик Средневековья. Возьмите под контроль морские торговые пути Европы, враждуя из-за них с другими знатными семьями, чтобы захватить фактории своих соперников. Соревнуйтесь с другими семьями, чтобы занять желаемый пост дожа и лидерство в республике с помощью расширения своих факторий.\n\nОпробуйте новый тип игры, играя как одна из великих торговых республик Средневековья: Венеция, Генуя, Пиза, Ганзейский союз или Готланд. Приведите свою династию в мир, где правят короли и императоры.\n\nВы можете построить фактории в прибрежных округах, которые станут источником вашего дохода. Убедитесь, что вы в хороших дипломатических отношениях с этими странами, чтобы никто не смог забрать ваши деньги.;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC024;Год 867 от Рождества Христова. Викинг Рюрик основал Русское государство, а Великая языческая армия под предводительством сыновей Рагнара Лодброка только что вторглась в Англию. Как языческий вождь вы выживаете, разоряя земли своих слабых соседей. Ваши люди будут обеспокоены, если вы слишком долго будете отсиживаться в мире - удача благоволит храбрецам!\n\nИграйте за язычника или зороастрийца с особым упором на ужасающих викингов. Христиане и мусульмане могут заниматься миссионерством, быстро обращая дикарей в свою веру, чтобы остановить их набеги на свои земли. Язычники могут сражаться во имя богов и даже попытаться вытеснить монотеистов с территории Европы. Как вариант, языческие религии могут перенять элементы авраамических и стать чем-то новым - реформированной организованной верой со своей церковью, главой и священным писанием.\nМародерство и приключения в лучших традициях суровых викингов, как вы это любите!;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC032;Дополнение "Sons of Abraham" сфокусировано на трех религиях: христианство, ислам и иудаизм.\nУ вас есть уникальная возможность получить в свое подчинение епископов, назначенных кардиналами и насладиться властью папства. Коллегия кардиналов обладает наследственным правом выбора нового Папы. Поддерживая хорошие отношения с Папой, вы можете занимать денег, участвовать в крестовых походах и многое другое.\n\nВы также можете брать деньги у рыцарей Тамплиеров (или у других священных орденов в зависимости от религии своего персонажа) и отправлять проблемных родственников в монастырь, где они проведут остаток жизни.\n\nСунниты могут быть мутазилитами или ашаритами, которые олицетворяют особые убеждения суннитского ислама.\nИграйте за иудея и у вас появится возможность воссоздать царство Израиль, а также восстановить Третий храм в Иерусалиме.;x
