#CODE;ENGLISH;x;;;;;;;;;;;;;
EVTDESCnightswatch.8;"Ночь собирается, и начинается мой дозор. Он не окончится до самой моей смерти.\n\nЯ не возьму себе ни жены, ни земель, не буду отцом детям. Я не надену корону и не буду добиваться славы. Я буду жить и умру на своём посту.\n\nЯ — меч во тьме; я — дозорный на Стене, я — огонь, который разгоняет холод; я — свет, который приносит рассвет; я — рог, который будит спящих; я — щит, который охраняет царство людей.\n\nЯ отдаю свою жизнь и честь Ночному Дозору среди этой ночи и всех, которые грядут после нее.";x;;;;;;;;;;;;;
EVTOPTAnightswatch.8;Я назначен разведчиком Ночного Дозора;x;;;;;;;;;;;;;
EVTOPTAnightswatch.9;Я назначен стюардом Ночного Дозора;x;;;;;;;;;;;;;
EVTOPTAnightswatch.10;Я назначен строителем Ночного Дозора;x;;;;;;;;;;;;;
nightswatch;Черный Брат;x;;;;;;;;;;;;;
nightswatch_desc;Этот человек - присягнувший брат Ночного Дозора;x;;;;;;;;;;;;;
CB_NAME_GREAT_RANGING;Великий поход;x;;;;;;;;;;;;;
WAR_NAME_GREAT_RANGING;$ORDER$ Великий поход;x;;;;;;;;;;;;;
great_ranging_desc;Одичалые сплотились под властью великого военачальника, и представляют угрозу для безопасности Стены. Необходимо уничтожить эту угрозу.;x;;;;;;;;;;;;;
nightswatch_calls_for_aid;Призыв к государству о помощи;x;;;;;;;;;;;;;
nightswatch_calls_for_aid_desc;Мы проигрываем войну. Мы должны обратиться к лордам Вестероса за поддержкой. Если Стена падает, что станет с их землями? Они должны понять.;x;;;;;;;;;;;;;
EVTTOOLTIP999900043;получает призыв к оружию;x;;;;;;;;;;;;;
"EVTNAME99900042""";Ворон со Стены;x;;;;;;;;;;;;;
EVTDESCnightswatch.13;Стена подвергается нападению как и Ночной Дозор, они призвали всех Лордов взять в руки оружие и помочь им в отражение угрозы из за Стены.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.13;Готовьтесь воины, на рассвете мы идём на Север.;x;;;;;;;;;;;;;
EVTOPTBnightswatch.13;Я думаю, они сами справятся с несколькими снарками и грамкинами.;x;;;;;;;;;;;;;
EVTDESC999900043;Война закончилась, лорды пришедшие нам на помощь отправились домой.;x;;;;;;;;;;;;;
EVTOPTA999900043;Ok;x;;;;;;;;;;;;;
EVTDESCnightswatch.14;Люди беспокоятся. Последние решения Лорда-Командующего были очень непопулярны. Однажды поздно вечером вы услышали как два разведчика строили планы, они хотели небольшим отрядом отправится к маленькой деревне одичалых.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.14;Без меня? Не выйдет!;x;;;;;;;;;;;;;
EVTOPTBnightswatch.14;В мой дозор не будет дезертиров!;x;;;;;;;;;;;;;
EVTDESCnightswatch.15;Ваш стюард будит вас со скверными новостями. Видимо, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] и ряд его приспешников покинули свои посты и бежали на север под покровом темноты. Они напали на некоторые южные поселения одичалых.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.15;Предатели!;x;;;;;;;;;;;;;
EVTDESCnightswatch.16;Во время патрулирования вы нашли новорождённого ребёнка, лежащего посреди снегов. Одичалые, как известно, зачастую бросают своих детей, он скорее всего не пережевёт эту ночь.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.16;Отнести его на Стену;x;;;;;;;;;;;;;
EVTOPTBnightswatch.16;Оставить его на произвол судьбы;x;;;;;;;;;;;;;
EVTDESCnightswatch.17;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] вернулся из своего последнего похода, неся с собой новорождённого ребёнка. [From.GetSheHeCap] объясняет что нашёл его в снегу, скорее всего его бросили родители. [From.GetSheHeCap] спрашивает, может ли мальчик быть принят в Дозор, и воспитан как Чёрный Брат?;x;;;;;;;;;;;;;
EVTOPTAnightswatch.17;Он будет воспитан как один из нас;x;;;;;;;;;;;;;
EVTOPTBnightswatch.17;Мы не можем доверять одичалому, убить его.;x;;;;;;;;;;;;;
EVTDESCnightswatch.18;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] решил, что мальчик будет воспитан как брат Ночного Дозора;x;;;;;;;;;;;;;
EVTOPTAnightswatch.18;Я уверен, что он будет служить нам верно;x;;;;;;;;;;;;;
EVTDESCnightswatch.19;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] отказался оставить одичалого в сердце региона [From.CapitalScope.GetName] и приказал убить его!;x;;;;;;;;;;;;;
EVTOPTAnightswatch.19;Но он всего лишь ребенок!;x;;;;;;;;;;;;;
EVTDESCnightswatch.20;Печальные новости, [FromFrom.GetTitle] [FromFrom.GetFirstName] решил что вы совершили множество преступлений против короны и должны быть наказаны. [FromFrom.GetSheHeCap] постановил, что вы будете лишены своих земель и титулов в пользу вашего наследника и отправитесь на север, чтобы надеть черное и вступить в Ночной Дозор.;x;;;;;;;;;;;;;
EVTDESCnightswatch.20B;"Поступив достойно, вы добровольно отправились к Стене, чтобы дать обеты и вступить в Ночной Дозор. Слушайте мою клятву и будьте свидетелями моего обета! Ночь собирается, и начинается мой дозор. Он не окончится до самой моей смерти. Я не возьму себе ни жены, ни земель, не буду отцом детям. Я не надену корону и не буду добиваться славы. Я буду жить и умру на своём посту. Я — меч во тьме; я — дозорный на Стене; я — огонь, который разгоняет холод; я — свет, который приносит рассвет; я — рог, который будит спящих, я — щит, который охраняет царство людей...";x;;;;;;;;;;;;;
EVTOPTAnightswatch.20;Там холодно…;x;;;;;;;;;;;;;
EVTOPTAnightswatch.20B;'...я отдаю свою жизнь и честь Ночному Дозору';x;;;;;;;;;;;;;
TOOLTIPBANISHTONW;[This.GetFirstNameWithDynasty] будет сослан в Ночной Дозор и станет черным братом\n;x;;;;;;;;;;;;;
CB_RESTORE_NIGHTSWATCH;Восстановление Ночного Дозора;x;;;;;;;;;;;;;
restore_nightswatch_desc;Стена пала, Ночной Дозор не смог защитить нас от вторжения одичалых из за стены. Если мы восстановим Дозор, весь Вестерос будет нам благодарен;x;;;;;;;;;;;;;
WAR_NAME_RESTORE_NIGHTSWATCH;$ORDER$ $FIRST_ADJ$ Война за восстановление Ночного Дозора;x;;;;;;;;;;;;;
TOOLTIPrestore_nightswatchNEIGHBOUR;[Root.GetTitledFirstName] соседствует со Стеной\n;x;;;;;;;;;;;;;
ca_asoiaf_nighswatch_basevalue_1;Малый замок Ночного Дозора;x;;;;;;;;;;;;;
ca_asoiaf_nighswatch_basevalue_2;Средний замок Ночного Дозора;x;;;;;;;;;;;;;
ca_asoiaf_nighswatch_basevalue_3;Большой замок Ночного Дозора;x;;;;;;;;;;;;;
ca_wallportion;Стена;x;;;;;;;;;;;;;
TOOLTIPRESTORENWRANDOM;Ночной Дозор будет восстановлен братьями.\n;x;;;;;;;;;;;;;
EVTDESCnightswatch.21;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] восстановил Ночной дозор, и как новый Лорд-Командующий, я владею всеми землями Дозора.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.21;И начинается дозор;x;;;;;;;;;;;;;
reactivate_castle_black;Восстановить Чёрный замок;x;;;;;;;;;;;;;
reactivate_castle_black_desc;Перестроить и восстановить одну из крепостей Черного Замка;x;;;;;;;;;;;;;
reactivate_shadow_tower;Восстановить Сумеречную Башню.;x;;;;;;;;;;;;;
reactivate_shadow_tower_desc;Мы должны перестроить и восстановить одну из крепостей Сумеречной Башни;x;;;;;;;;;;;;;
reactivate_eastwatch;Восстановить Восточный Дозор у моря;x;;;;;;;;;;;;;
reactivate_eastwatch_desc;Мы должны перестроить и восстановить одну из крепостей Восточного Дозора;x;;;;;;;;;;;;;
TOOLTIPGETCASTLE;Новый замок будет построен.;x;;;;;;;;;;;;;
title_recruiter;Вербовщик;x;;;;;;;;;;;;;
title_recruiter_desc;Вербовщик Ночного Дозора отвечает за поиск людей, желающих надеть чёрное.;x;;;;;;;;;;;;;
title_personal_steward;Личный стюард;x;;;;;;;;;;;;;
title_personal_steward_desc;Личный стрюард Лорда-Командующего фактически исполняет обязаности слуги, но нередко обладателей данной должности готовят в будущем на место главы Ночного Дозора.;x;;;;;;;;;;;;;
EVTDESC999900099;Всё больше женщин приезжают к нашему двору, единственное что делают эти девки, так это отвлекают и искушают наших людей;x;;;;;;;;;;;;;
EVTOPTA999900099;Отправить их в Кротовый городок;x;;;;;;;;;;;;;
EVTOPTB999900099;Они могут остаться здесь, готовить, убирать и... еще готовить.;x;;;;;;;;;;;;;
EVTDESC999900098;Я женщина на Стене, поэтому я буду жить в Кротовом городке, никто этого не заметит.;x;;;;;;;;;;;;;
EVTOPTA999900098;Я стану упорным, уважаемым членом этого сообщества.;x;;;;;;;;;;;;;
EVTDESCnightswatch.22;Враг наносит удар по Стене! \n\nНОЧЬ..... \n\nНАЧИНАЕТСЯ.....;x;;;;;;;;;;;;;
EVTOPTAnightswatch.22;Неудачник!;x;;;;;;;;;;;;;
EVTDESCnightswatch.23;С вершины стены вы слышите крик: 'Неудачник!', град стрел разрывает вашу армию на куски..;x;;;;;;;;;;;;;
EVTOPTAnightswatch.23;Я проведу прямую атаку на людей на Стене.;x;;;;;;;;;;;;;
deserter;Дезертир;x;;;;;;;;;;;;;
deserter_desc;Этот человек нарушил клятвы Ночного Дозора, и теперь его жизнь не стоит и гроша в Вестеросе.;x;;;;;;;;;;;;;
title_justice_of_king;Королевский Судья;x;;;;;;;;;;;;;
title_justice_of_king_desc;Королевский палач и хранитель подземелий.;x;;;;;;;;;;;;;
send_bastard_to_family;Отправить персонажа [Root.GetFirstName] к вашей семье.;x;;;;;;;;;;;;;
send_bastard_to_family_desc;Стена не место для ребёнка, маленький [Root.GetFirstName] будет жить и воспитываться у моих родственников.;x;;;;;;;;;;;;;
EVTDESCnightswatch.25;Группа разведчиков вернулась из Зачарованного Леса, Первый Разведчик ранен отравленной стрелой одичалых, и, если его не вылечить, то он скорее всего умрёт. Если мы не найдем целителя, умеющего исцелять такие яды...;x;;;;;;;;;;;;;
EVTOPTAnightswatch.25;Он мой Брат! Мы спасем его, независимо от стоимости!;x;;;;;;;;;;;;;
EVTOPTBnightswatch.25;Я ненавижу этого Брата, но мы не можем допустить этого.;x;;;;;;;;;;;;;
EVTOPTCnightswatch.25;Мы не переносим друг друга. Убедитесь что его лечение прошло... безуспешно;x;;;;;;;;;;;;;
TOOLTIPnightswatch.28;Ваш поступок будет разоблачён, что значительно испортит вашу репутацию.\n;x;;;;;;;;;;;;;
EVTDESCnightswatch.26;Милорд, Первый разведчик скончался от ранений этой ночью.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.26;Его дозор окончен, нужен новый Первый разведчик;x;;;;;;;;;;;;;
EVTDESCnightswatch.27;Милорд, Первый Разведчик выжил!;x;;;;;;;;;;;;;
EVTOPTAnightswatch.27;Хорошие новости! Он сильный разведчик;x;;;;;;;;;;;;;
EVTDESCnightswatch.28;Вы пытались сохранить это в тайне, но прошел слух о вашем покушении на жизнь Первого Разведчика. Он был уважаем всеми, и братья проклиняют вас за ваш поступок.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.28;И что они думают об этом?;x;;;;;;;;;;;;;
opinion_murdered_first_ranger;Убит Первый Разведчик;x;;;;;;;;;;;;;
TOOLTIPEVTOPTAnightswatch.25;Разведчики будут рады;x;;;;;;;;;;;;;
opinion_helped_first_ranger;Помочь Первому Разведчику;x;;;;;;;;;;;;;
EVTNAMEnightswatch.30;Hовый Лорд-Командующий Стены.;x;;;;;;;;;;;;;
EVTDESCnightswatch.30;Ночь собирается, и начинается мой дозор. Он не окончится до самой моей смерти. Я не возьму себе ни жены, ни земель, не буду отцом детям. Я не надену корону и не буду добиваться славы. Я буду жить и умру на своем посту. Я — меч во тьме! я — дозорный на Стене! Я — огонь, который разгоняет холод! Я — свет, который приносит рассвет! Я — рог, который будит спящих! Я — щит, который охраняет царство людей. Я отдаю свою жизнь и честь Ночному Дозору среди этой ночи и всех, которые грядут после нее....'\n\nЛорд-Командующий умер, [From.GetFirstNameWithDynasty] будет служить всему королевству в эти тревожные времена.;x;;;;;;;;;;;;;
NW_grant_command;Поручить командование;x;;;;;;;;;;;;;
NW_grant_command_desc;[Root.GetTitledFirstNameWithDynasty] будет назначен командующим замком;x;;;;;;;;;;;;;
title_grant_command;Поручить командование;x;;;;;;;;;;;;;
title_grant_command_desc;Передача этого титула позволит нам назначить его командующим замком;x;;;;;;;;;;;;;
TOOLTIPnightswatch.32;Выберете замок, куда отправится [Root.GetTitledFirstNameWithDynasty] как командующий.\n;x;;;;;;;;;;;;;
EVTDESCnightswatch.32;Должен ли [NW_granting_command.GetTitledFirstName] [NW_granting_command.GetOnlyDynastyName] принять командование над замком [nightswatch_grant.GetName]?;x;;;;;;;;;;;;;
OPTAnightswatch.32;Да, этот замок;x;;;;;;;;;;;;;
OPTBnightswatch.32;Нет, другой замок;x;;;;;;;;;;;;;
OPTCnightswatch.32;Я передумал;x;;;;;;;;;;;;;
TOOLTIPnightswatch.21;[This.GetTitledFirstName] восстановит Стену;x;;;;;;;;;;;;;
create_k_beyond_wall_NW;Короновать себя как Короля за Стеной;x;;;;;;;;;;;;;
create_k_beyond_wall_NW_desc;Время от времени у Вольного народа появляется правитель, именуемый Королем за Стеной. Данный титул не является наследственным, и каждый новый король должен сам заработать этот титул.;x;;;;;;;;;;;;;
feudal_contract_NW;Сбор Ночного Дозора;x;;;;;;;;;;;;;
feudal_contract_NW_option;НД;x;;;;;;;;;;;;;
feudal_contract_NW_desc;Братья Ночного Дозора принесли клятву подчиняться приказам своих командиров.;x;;;;;;;;;;;;;
action_NW_recruit;Рекруты для Ночного Дозора;x;;;;;;;;;;;;;
action_NW_recruit_desc;Отправить Вербовщика с дипломатической миссией для сбора рекрутов и припасов для Ночного Дозора.;x;;;;;;;;;;;;;
EVTNAMEnightswatch.40;Получить аудиенцию у местного Лорда;x;;;;;;;;;;;;;
EVTDESCnightswatch.40;Как Вербовщик Ночного Дозора, я путешествовую по королевству с целью сбора припасов и рекрутов от местных лордов. Один из таких Лордов согласился лично принять меня, и я постараюсь убедить их помочь.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.40;Я надеюсь, что он будет щедр;x;;;;;;;;;;;;;
EVTDESCnightswatch.41;[From.GetTitledFirstNameWithDynasty], брат Ночного Дозора, прибыл в город [Root.Capital.GetName] и просит вашей аудиенции. [From.GetSheHeCap] прибыл сюда с целью найти рекрутов и припасы для Ночного Дозора, путешествуя по всему Вестеросу;x;;;;;;;;;;;;;
EVTOPTAnightswatch.41;Я отправлю небольшую телегу с припасами и узников из темницы;x;;;;;;;;;;;;;
EVTOPTBnightswatch.41;Пожалуйста, возьмите часть нашего урожая;x;;;;;;;;;;;;;
EVTOPTCnightswatch.41;С грузом припасов я отправлю Дозору хорших воинов, в которых он так нуждается;x;;;;;;;;;;;;;
EVTOPTDnightswatch.41;Я ничем не могу помочь в данный момент;x;;;;;;;;;;;;;
TOOLTIPnightswatch.42;Дозор получает небольшой дар, и группу узников;x;;;;;;;;;;;;;
TOOLTIPnightswatch.43;Дозор благодарен вам за щедрый дар;x;;;;;;;;;;;;;
TOOLTIPnightswatch.44;Дозор получает ваш щедрый дар и группу опытных воинов;x;;;;;;;;;;;;;
TOOLTIPnightswatch.45;Дозор разочарован;x;;;;;;;;;;;;;
EVTDESCnightswatch.42;[Root.PrimaryTitle.GetFOA], во время моего пребывая в городе [From.Capital.GetName] мне удалось получить аудиенцию у правителя, известного как [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] хоть и неохотно, но пожертвовал[From.GetEndA] небольшую часть припасов и отдал[From.GetEndA] на службу группу узников из местной темницы.\n\nВаш,\n[FromFrom.GetTitledFirstName];x;;;;;;;;;;;;;
EVTOPTAnightswatch.42;Немного, но тоже неплохо;x;;;;;;;;;;;;;
EVTDESCnightswatch.43;[Root.PrimaryTitle.GetFOA], во время моего пребывая в городе [From.Capital.GetName] мне удалось получить аудиенцию у правителя, известного как [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] согласи[From.GetLasLsya] пожертвовать значительную часть урожая из закромов города [From.Capital.GetName], поставка отправится на Север так скоро, как только возможно.\n\nВаш,\n[FromFrom.GetTitledFirstName];x;;;;;;;;;;;;;
EVTOPTAnightswatch.43;Долгожданная поддержка;x;;;;;;;;;;;;;
EVTDESCnightswatch.44;[Root.PrimaryTitle.GetFOA], во время моего пребывая в городе [From.Capital.GetName] мне удалось получить аудиенцию у правителя, известного как [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] был[From.GetEndA] рад[From.GetEndA] помочь нашему делу. Был пожертвован большой груз припасов, а также на службу был выделен отряд опытных воинов.\n\nВаш,\n[FromFrom.GetTitledFirstName];x;;;;;;;;;;;;;
EVTOPTAnightswatch.44;Это очень поможет;x;;;;;;;;;;;;;
EVTDESCnightswatch.45;[Root.PrimaryTitle.GetFOA], во время моего пребывая в городе [From.Capital.GetName] мне удалось получить аудиенцию у правителя, известного как [From.GetTitledFirstNameWithDynasty]. [From.GetSheHeCap] был[From.GetEndA] полностью бесполез[From.GetNaEn], я боюсь, что не смог убедить [From.GetHerHis] оказать какую-либо материальную помощь Дозору.\n\nВаш,\n[FromFrom.GetTitledFirstName];x;;;;;;;;;;;;;
EVTOPTAnightswatch.45;Мы должны попробовать в другом месте;x;;;;;;;;;;;;;
EVTDESCnightswatch.46;[Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] выражает обеспокоеность о состоянии одного из замков, охраняющих Стену. [Root.job_treasurer.GetSheHeCap] предупреждает, что если в ближайшее время не провести в замке [rebuilding_NW_castle.GetName] капитальный ремонт, он превратится в руины.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.46;Возьмите необходимое количество людей и материалов;x;;;;;;;;;;;;;
TOOLTIPnightswatch.46A;Начался ремонт замка [rebuilding_NW_castle.GetName]\n;x;;;;;;;;;;;;;
EVTOPTBnightswatch.46;У нас нет людей и средств для ремонта;x;;;;;;;;;;;;;
TOOLTIPnightswatch.46B;[This.GetName] рушится и более непригоден для использования\n;x;;;;;;;;;;;;;
EVTDESCnightswatch.47;[rebuilding_NW_castle.GetName] превратился в руины!;x;;;;;;;;;;;;;
EVTDESCnightswatch.48;После многих лет запустения и неудачных ремонтов, [rebuilding_NW_castle.GetName] превратился в руины. Теперь замок более непригоден для несения в нем службы.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.48;Дозор переживает не лучшие годы;x;;;;;;;;;;;;;
EVTDESCnightswatch.49;[Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] сообщает об успешном ремонте замка [rebuilding_NW_castle.GetName], крепость и далее может оставаться оплотом сил Ночного Дозора.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.49;Строители знают свое дело;x;;;;;;;;;;;;;
EVTDESCnightswatch.50;После многих месяцев ремонтных работ в замке [rebuilding_NW_castle.GetName], [Root.GetMyTreasurerName] [Root.job_treasurer.GetFirstName] [Root.job_treasurer.GetOnlyDynastyName] сообщает, что [Root.job_treasurer.GetSheHe] нуждается в большем количестве людей и средств для завершения работ. [Root.job_treasurer.GetSheHeCap] настаивает, что судьба замка окажется под угрозой если мы не закончим ремонт.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.50;Хорошо, он получит все, что нужно;x;;;;;;;;;;;;;
EVTOPTBnightswatch.50;Нет, у него достаточно мужей для завершения работ;x;;;;;;;;;;;;;
TOOLTIPnightswatch.49;Ремонтные работы завершены без проблем;x;;;;;;;;;;;;;
EVTOPTCnightswatch.50;Нам нужен новый [Root.GetMyTreasurerName] для завершения работ;x;;;;;;;;;;;;;
EVTDESCnightswatch.51;Брат Ночного Дозора клянется не желать себе ни короны, ни славы. Разграбив земли около Стены сверх необходимого, вы явно нарушили эту клятву, тем самым вызвав гнев братьев Ночного Дозора.;x;;;;;;;;;;;;;
NW_broken_vows;Нарушенная клятва;x;;;;;;;;;;;;;
NW_broken_vows_desc;Этому черному брату было доверено командовать, но он нарушил свои обеты. Это делает его целью для низложения Лордами государства.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.51;Хорошо, я думаю этот поход был справедливым;x;;;;;;;;;;;;;
EVTDESCnightswatch.53;Ночной Дозор не принимает участие в войнах внутри королевства, посему ответив на просьбу о помощи от Лорда вы нарушили этот принцип, нарушив вашу торжественную клятву. Черные Братья будут возмущены этим поступком.;x;;;;;;;;;;;;;
EVTOPTAnightswatch.53;У меня не было другого выбора;x;;;;;;;;;;;;;
EVTTITLEnightswatch.70;Одичалая;x;;;;;;;;;;;;;
